-38.531,22.524,0.50958,7.4667,26.367,-26.277,-2.3565,-1.4055,-24.435,8.1087,9.5331,-16.738,-14.163,17.367,-2.9546,-1.2335,12.209,-9.3377,-15.583,-6.962,-28.859,-9.1462,15.163,-0.53838,12.021,3.7774,5.5721,2.7594,18.391,-1.6096,-13.122,-5.0257,26.065,-26.239,-9.1063,32.272,-0.95213,24.072,22.152,-1.4454,12.68,25.052,19.137,50.476,-28.036,20.151,-15.632,79.344,50.797,-13.908,-26.937,33.127,5.5725,16.912,17.994,-21.805,3.6175,7.3215,-51.026,-16.324,29.289,-19.442,5.2461,7.9684,5.664,11.024,2.0795,3.536,-10.129,0.023703,-26.057,-1.9939,13.318,-3.9031,-16.186,-7.9398,6.0274,-3.5971,5.1309,-6.2967,-10.365,2.4077,6.7829,-8.6856,-9.093,-4.6948,2.6801,8.522,-0.40766,2.045,-1.1864,0.10468,-8.0376,3.2861,-1.865,-4.793,2.4093,4.6982,-9.9145,2.6886,8.4392,2.5628,-2.9377,-8.1137,-3.3597,-0.79141,7.3331,3.0227,-2.6381,4.2635,2.9447,-13.228,-16.829,-11.391,-27.669,10.983,-50.175,-31.181,-18.451,-0.010219,0.098522,3.771,8.2175,-22.066,5.9994,30.329,-63.167,-35.048,-1.8866,50.925,69.548,-59.557,82.453,133.39,-9.7668,-30.647,-6.6213,22.981,26.249,24.009,56.571,-0.59134,-4.0659,14.596,11.123,9.7016,1.417,21.449,-5.7619,5.0874,14.437,5.9375,11.669,-2.0914,5.5929,3.005,7.8309,11.881,0.19089,5.0927,-1.7148,5.6487,3.0866,-8.9978,-1.1844,5.25,-6.3985,-4.0381,1.9796,1.7641,4.5963,4.1909,-9.2702,-1.7612,-1.8322,-5.7348,0.4461,-1.7615,-0.097634,0.1283,-1.0678,2.6728,0.2403,0.22338,0.14154,0.67772,-2.0227,2.1018,-0.75412,-0.29732,0.14031,0.0014239,0.00097713,-0.00055925,-0.0010986,0.0001216,0.00020894,0.00081206,-0.00022506,0.0008431,-0.00077958,-0.00067711,5.6535e-05,-0.00068278,-0.00017117,-0.001165,0.00077311,0.00096137,0.00030698,0.0015352,-0.0018692,-0.00055331,5.6822e-05,4.1186e-05,0.00013843,-4.8297e-05,-5.3929e-05,0.00030319,8.2295e-05,0.00026444,0.00024052,2.9945e-05,4.2503e-05,-0.00020419,0.00020081,0.00052688,0.0004889,5.8633e-05,-7.2169e-05,0.00010961,-7.1855e-05,2.0139e-05,9.0777e-06,3.4224e-14,1.8925e-19,5.4759e-21
-35.686,32.507,5.6905,6.9596,27.653,-27.115,0.31351,-0.57855,-24.364,7.8156,9.5518,-17.41,-13.22,16.31,-5.8721,-1.6165,10.099,-11.381,-16.882,-3.3108,-25.595,-6.2816,11.645,3.6842,13.999,1.2558,7.8332,-1.1505,17.27,-1.9974,-13.612,-1.8749,22.502,-24.601,-7.4207,29.213,-2.7812,25.577,20.397,-0.74509,7.6965,23.368,18.283,46.968,-28.011,20.627,-16.493,73.759,46.464,-12.368,-25.2,33.515,7.3267,17.246,17.096,-19.713,2.6009,7.9759,-48.797,-16.194,29.95,-19.319,2.7853,7.781,4.9494,11.309,1.5374,3.4044,-9.6352,0.1448,-25.384,-4.2344,13.914,-3.0252,-15.981,-6.8909,5.5656,-4.5632,4.3233,-7.3206,-9.8351,2.7587,6.9797,-7.1691,-8.5903,-4.2872,2.4248,8.2437,0.063197,2.439,-1.5283,-0.42478,-7.4753,3.2258,-1.2013,-3.9963,1.8373,4.2584,-9.9417,2.0335,8.7026,2.3115,-2.8684,-7.6391,-3.378,-0.50053,7.0232,2.6383,-2.5346,3.9516,3.0901,-14.286,-17.21,-11.246,-28.315,11.81,-51.227,-31.531,-18.969,-0.57236,0.5399,3.6742,8.5907,-21.627,5.9852,30.117,-62.38,-34.556,-1.7618,50.329,68.598,-58.689,81.597,131.53,-9.8209,-30.185,-6.4925,22.72,26.081,23.583,55.86,-0.63777,-3.9548,14.482,10.93,9.7128,1.3467,21.105,-5.6034,5.0964,14.314,5.9034,11.495,-2.0545,5.5146,2.951,7.7631,11.808,0.22748,5.0939,-1.7028,5.6236,3.0546,-8.8904,-1.1224,5.2138,-6.2662,-3.9256,1.895,1.843,4.5392,4.145,-9.1264,-1.7606,-1.7831,-5.6953,0.41726,-1.7233,-0.074038,0.12339,-1.0107,2.6867,0.19679,0.19477,0.12326,0.65312,-1.9555,2.0581,-0.74931,-0.28816,0.13889,-0.000181,-0.0024722,0.0043635,0.0034348,-0.0027304,-0.00015259,0.001425,0.0030138,-0.0022404,4.5279e-05,-0.0003546,-0.00041039,0.00019107,-0.00030151,0.00058235,-0.0011619,-0.00066085,0.00049097,0.00054413,-0.0006809,-5.7174e-05,0.00025369,-0.00045462,0.00054427,0.00050071,4.9238e-05,-0.00041335,-0.00020617,-0.00015065,0.00016286,-0.00012758,2.4468e-05,0.0004947,-0.00028605,2.8052e-05,-7.0629e-05,8.9471e-05,0.0002273,-0.00047817,0.00037067,0.00033001,0.00058692,3.31e-12,5.8729e-19,-8.7781e-20
-35.376,31.047,2.5777,8.2343,27.528,-28.402,0.18781,-0.47416,-23.859,8.2193,10.721,-20.234,-14.344,17.689,-4.9758,-0.78817,13.924,-11.83,-15.615,-5.4912,-24.603,-5.5058,14.628,1.4446,12.133,2.4791,6.0948,1.9184,19.026,-1.498,-14.111,-5.8863,24.036,-24.604,-7.7775,32.18,-0.38489,26.124,23.054,-0.13691,12.223,22.975,19.549,49.191,-30.141,20.522,-15.283,77.136,49.462,-14.55,-25.651,32.831,5.4065,16.734,19.051,-20.545,3.4804,8.0429,-51.322,-17.455,30.225,-20.051,3.9177,8.0351,4.9942,11.382,1.0589,2.1155,-10.062,1.1244,-26.843,-3.1142,14.046,-3.9,-15.187,-7.0052,6.2074,-4.2302,3.883,-7.2408,-10.844,3.0096,7.0369,-8.5539,-8.7589,-4.2384,3.3262,8.6514,0.2622,2.1277,-1.785,-0.64935,-7.9088,3.3852,-1.6827,-4.6148,2.0816,4.4038,-9.8104,2.323,9.2461,2.5894,-3.1818,-8.0382,-3.1362,-0.84707,7.1541,2.8868,-2.6021,3.7826,3.3561,-14.331,-17.358,-11.416,-28.488,11.851,-51.692,-31.73,-19.192,-0.63584,0.52717,3.6229,8.6981,-21.723,6.0796,30.406,-62.795,-34.916,-1.7096,50.619,68.947,-59.084,82.047,132.41,-9.9127,-30.382,-6.4852,22.846,26.211,23.704,56.154,-0.70806,-3.9424,14.53,10.989,9.8199,1.3318,21.267,-5.6663,5.0701,14.399,5.9583,11.562,-2.047,5.5558,2.9619,7.7665,11.842,0.22552,5.1244,-1.7278,5.5843,3.0273,-8.9329,-1.1814,5.2256,-6.3559,-3.9979,1.8889,1.8097,4.5542,4.1897,-9.1903,-1.7413,-1.7988,-5.7307,0.45268,-1.748,-0.059197,0.10045,-1.0499,2.6894,0.2251,0.19252,0.13532,0.66402,-1.9762,2.0618,-0.74078,-0.2948,0.14287,-8.6704e-05,-0.0026864,0.0047468,0.0027521,-0.0014594,-0.00047208,2.8804e-05,0.001658,-0.0017036,2.8071e-05,-0.00038441,-0.00029887,0.00018163,-6.9787e-05,0.00096936,-0.0011528,-0.00084195,0.00033247,-0.00029729,-1.9851e-05,1.5329e-05,0.0003709,-0.00030446,0.00016014,0.00012881,0.00012965,-0.00035785,-0.0001708,-9.6852e-05,0.00010516,3.7659e-05,7.193e-05,0.00030814,-0.00030216,-0.00027152,-0.0001326,-4.8341e-05,0.00019401,-0.00036983,0.00034004,0.00025774,0.00046946,2.6502e-12,4.688e-19,4.6671e-20
-35.602,30.572,2.9098,8.781,27.81,-27.334,1.444,-0.71034,-24.307,8.2425,11.378,-20.428,-14.699,16.558,-4.2877,-1.9707,13.58,-10.88,-16.653,-5.8878,-27.438,-6.149,14.324,0.58183,13.951,2.8176,7.452,0.26967,16.02,-2.9598,-14.055,-4.4657,25.442,-26.273,-7.7248,32.957,-1.2065,28.29,22.823,0.33167,11.129,25.326,20.599,52.325,-30.753,22.402,-17.056,79.112,51.704,-14.613,-27.179,35.122,6.5931,17.118,19.151,-22.864,2.7477,7.6555,-52.847,-16.772,30.324,-20.915,2.8551,7.0112,4.8696,11.526,1.0149,3.0826,-11.423,0.57913,-25.993,-3.9716,15.595,-4.0206,-15.526,-7.963,5.8333,-3.5919,4.3714,-7.3328,-11.08,2.726,7.0782,-8.2904,-8.8642,-4.4753,3.0001,8.7207,-0.01659,1.9141,-1.7163,-0.51119,-7.9328,3.168,-1.6663,-4.6842,2.3355,4.4533,-10.158,2.0549,9.2405,2.4318,-2.8807,-8.2675,-3.1891,-0.75043,6.8594,2.8256,-2.7457,3.6972,3.1565,-13.87,-17.205,-11.445,-27.854,11.544,-50.787,-31.283,-18.897,-0.55747,0.53164,3.6083,8.4264,-21.507,6.0355,29.999,-62.05,-34.418,-1.751,50.118,68.221,-58.365,81.071,130.84,-9.7735,-30.038,-6.486,22.648,25.881,23.453,55.553,-0.69618,-3.9033,14.371,10.877,9.673,1.3042,21.008,-5.6141,5.0372,14.206,5.8837,11.368,-2.0321,5.4595,2.9244,7.6991,11.723,0.21048,5.0375,-1.6787,5.4896,3.0197,-8.8654,-1.1424,5.1712,-6.3084,-3.9292,1.8805,1.7555,4.4936,4.1634,-9.0907,-1.7047,-1.8151,-5.666,0.42972,-1.7463,-0.067897,0.085407,-1.0199,2.6508,0.24309,0.21777,0.12368,0.65987,-1.9581,2.0503,-0.73329,-0.29966,0.13599,0.00042526,-0.0020733,0.0045052,0.0038129,-0.0029735,0.00027081,0.0017631,0.0027605,-0.0020739,0.00019711,-0.00028991,-0.00024975,9.8484e-05,-0.00021851,0.00033213,-0.00087312,-0.00037841,0.00059663,0.00048536,-0.00076547,-0.00010143,0.00036928,-0.00029697,-3.6459e-05,-0.00015952,-0.00011301,-0.00036096,-0.00017351,-6.8455e-05,7.1878e-05,-0.00014725,4.3844e-05,0.000502,-0.000269,-5.4025e-05,-7.3387e-05,0.00012954,0.00012819,-0.00054532,0.0004649,0.00024196,0.00070482,4.2294e-12,6.1929e-19,-1.0241e-19
-38.604,21.374,0.61265,9.0803,26.389,-24.649,-1.9495,-1.0472,-25.976,8.0866,7.3854,-18.624,-13.558,18.394,-0.73703,-1.895,14.274,-9.3085,-18.344,-8.466,-29.487,-7.3169,16.358,0.80727,13.983,1.9315,6.2736,1.4476,16.705,-3.1627,-14.531,-4.2835,26.737,-27.698,-8.6563,34.193,-1.9278,28.598,23.861,-0.14919,12.472,26.956,20.848,54.181,-31.053,21.67,-16.337,83.082,52.495,-15.149,-28.938,36.44,7.3158,18.301,19.099,-23.41,2.8355,8.8691,-54.309,-16.908,30.492,-20.408,3.9093,8.337,5.6184,11.736,1.9023,4.4163,-12.014,0.95298,-26.19,-2.8566,15.365,-3.913,-17.007,-8.5038,5.1669,-3.6531,5.9639,-7.0752,-11.117,2.377,7.7432,-8.8986,-9.2668,-5.1821,2.5745,8.6407,-0.093818,2.1876,-1.706,-0.64271,-8.3641,3.5904,-2.4333,-5.1093,2.0743,4.4846,-9.8653,2.7596,8.4176,1.776,-2.2295,-8.5043,-3.0753,-0.82834,5.5484,3.2841,-3.156,3.6544,2.7799,-13.502,-16.265,-11.354,-27.634,11.297,-49.225,-30.575,-18.307,-0.33998,0.1203,3.6723,8.015,-21.986,5.8918,30.189,-62.399,-34.764,-1.8995,50.435,68.773,-58.998,81.6,132.12,-9.7481,-30.25,-6.6506,22.903,25.945,23.776,55.966,-0.60514,-4.004,14.46,11.031,9.5868,1.424,21.222,-5.688,5.0576,14.332,5.9076,11.511,-2.1315,5.5217,2.9426,7.7485,11.783,0.22226,5.0338,-1.7091,5.5633,3.1009,-8.906,-1.187,5.2011,-6.3664,-4.0133,1.9757,1.7513,4.5798,4.1562,-9.2068,-1.7299,-1.826,-5.6993,0.45595,-1.7623,-0.097309,0.10497,-1.0501,2.651,0.219,0.2406,0.13209,0.67155,-2.0085,2.1008,-0.74097,-0.30116,0.13295,0.00041969,-0.0014931,0.0036426,0.0018673,-0.00049045,-0.00090544,-0.00094781,0.0020342,-0.0023254,0.00034559,-0.00014192,-0.00030383,0.00035036,0.00021952,0.0015473,-0.0013205,-0.0012771,-0.00010951,-0.0011973,0.0011615,0.00039832,-3.5542e-05,8.7431e-05,-0.0002434,5.0718e-05,7.0598e-05,-0.00032676,-5.9534e-05,-0.00029759,2.2832e-05,4.8099e-05,0.00010649,0.00030791,-0.00032253,-0.00058059,-0.00036147,-0.00013727,0.0002048,-0.00016762,0.00019185,0.00024081,0.00011075,3.0775e-13,3.4379e-19,-2.3568e-20
-38.536,21.451,0.76442,9.3378,26.952,-24.855,-0.9288,-0.93841,-26.046,8.6866,7.7232,-20.122,-13.612,18.251,-0.61441,1.1759,15.873,-10.258,-19.419,-9.2238,-30.566,-6.23,15.609,0.75322,14.837,2.6131,6.5053,0.43416,16.264,-4.5091,-14.535,-3.8546,27.587,-28.549,-9.5063,34.675,-2.0082,30.345,24.358,-0.71727,12.525,27.738,21.887,56.183,-33.17,22.645,-17.603,85.473,53.734,-16.223,-29.682,37.831,8.1383,18.893,19.313,-24.943,2.2955,8.9033,-56.153,-17.329,31.706,-21.271,3.3544,7.5894,5.3143,12.243,2.1437,4.3671,-12.417,0.7626,-26.662,-3.0341,16.271,-3.6914,-16.927,-8.6759,5.4493,-3.2288,5.9442,-7.4601,-11.377,2.4805,7.8966,-8.804,-9.7561,-5.2626,2.125,8.995,-0.026127,1.6497,-1.3352,-0.67737,-8.5645,3.3381,-2.2893,-4.7248,2.3129,4.4739,-10.003,2.3729,8.9538,2.0137,-2.3453,-8.6316,-3.0971,-0.71987,5.3486,3.2804,-3.3569,3.3979,2.8855,-13.604,-16.347,-11.285,-27.589,11.529,-49.426,-30.734,-18.508,-0.53234,0.23225,3.627,8.1432,-21.994,5.8578,30.359,-62.481,-34.852,-1.9203,50.517,68.743,-59.028,81.674,132.21,-9.7948,-30.281,-6.6786,22.954,25.956,23.743,56.01,-0.67988,-3.9988,14.473,11.047,9.593,1.3552,21.214,-5.6562,5.0523,14.371,5.9426,11.493,-2.1105,5.5273,2.8973,7.7461,11.832,0.21481,5.0668,-1.6728,5.5591,3.0902,-8.9255,-1.1899,5.1936,-6.3799,-4.0035,1.9428,1.7532,4.581,4.183,-9.2283,-1.7293,-1.8293,-5.6896,0.44776,-1.7577,-0.11577,0.098199,-1.0404,2.6623,0.24488,0.24295,0.13685,0.6733,-2.007,2.096,-0.74043,-0.30142,0.13402,-7.8516e-07,-0.00028812,0.0012832,0.0018233,-0.00078545,0.00029677,0.00011963,0.0011163,-0.0010014,0.00034384,0.00038264,-0.00033391,0.00040005,-0.00013617,0.00073849,-0.00072495,-0.00061767,4.2681e-05,-0.00046017,0.00069351,0.00029978,-8.8555e-05,-0.00014015,0.00028621,0.00044401,5.7259e-05,-0.00029895,-8.1422e-05,-0.00021869,-0.00010825,-0.00010732,-3.3119e-05,0.00032945,-0.00016541,-0.00025887,-0.00028808,-2.8333e-05,0.00013294,-0.00013862,9.7665e-05,8.4699e-05,6.6244e-05,2.8788e-13,-4.5063e-21,-4.751e-20
-37.895,20.378,-0.70952,10.26,26.203,-23.515,1.9302,-1.1114,-28.261,7.164,9.0279,-21.374,-13.414,18.117,-1.7495,-5.0023,15.944,-10.354,-19.834,-8.4347,-32.727,-7.5122,18.375,0.47518,15.843,2.2315,7.1978,-0.058232,14.511,-4.8416,-14.459,-4.3826,27.948,-30.019,-8.2541,35.989,-3.1838,31.151,23.279,-0.22197,12.233,28.853,22.999,58.844,-33.063,24.835,-18.216,86.985,55.048,-18.076,-29.728,38.67,6.9822,19.412,20.231,-24.393,1.6918,9.0023,-56.849,-17.663,33.646,-22.425,2.5725,7.2804,6.5969,13.195,2.3658,5.1023,-12.87,0.86727,-26.413,-5.6153,17.029,-3.8402,-17.622,-9.3909,5.663,-3.3341,6.3404,-6.9945,-12.214,2.8455,7.7442,-7.6291,-10.277,-5.7424,2.622,8.609,-0.32192,2.0984,-1.6848,-0.8383,-8.7978,3.521,-2.5356,-5.0744,2.5461,4.7178,-9.8249,2.5577,8.9287,2.0549,-2.0565,-8.8907,-3.2227,-0.97262,5.0308,3.3778,-3.2253,3.256,2.7033,-12.757,-15.875,-11.324,-26.67,10.912,-47.849,-29.903,-17.858,-0.37256,0.20141,3.5644,7.6473,-21.528,5.8599,29.534,-61.024,-33.93,-1.8779,49.369,67.266,-57.716,79.808,129.33,-9.6182,-29.61,-6.589,22.501,25.353,23.214,54.829,-0.61009,-3.936,14.126,10.849,9.38,1.4347,20.741,-5.5251,4.9357,14.051,5.8082,11.154,-2.0986,5.3605,2.8512,7.6206,11.619,0.22597,4.9573,-1.6264,5.3786,2.9893,-8.7531,-1.1486,5.0696,-6.2489,-3.9112,1.9182,1.6709,4.491,4.0936,-9.0411,-1.6839,-1.8083,-5.5656,0.43354,-1.7445,-0.1257,0.10024,-0.99557,2.5968,0.2506,0.25709,0.12119,0.66224,-1.9791,2.0673,-0.71495,-0.30209,0.13203,0.00021983,-0.0018063,0.0043208,0.0033967,-0.001345,0.0001169,-7.7079e-05,0.0017516,-0.0016685,0.00011359,7.07e-05,-0.00063936,0.00043588,-0.00029279,0.001296,-0.0014209,-0.0010708,0.00031825,-0.00045046,0.00044442,0.00022815,0.00015712,-0.00041345,0.00069023,0.00081314,0.00024002,-0.00051146,-0.00019245,-0.00024261,-5.3106e-06,-5.3336e-05,5.4639e-06,0.00048169,-0.00032738,-0.00037166,-0.00029983,-0.00010607,0.00028562,-0.00030904,0.00026215,0.00025753,0.00029858,1.5235e-12,2.3581e-19,3.6099e-20
-36.689,30.718,2.2345,9.6204,27.251,-28.641,-1.2075,-0.33417,-24.266,8.1203,11.351,-21.917,-14.741,17.82,-6.3068,-3.5201,12.531,-12.324,-14.058,-9.1603,-24.883,-6.2753,16.234,-1.0791,12.877,2.7971,5.8047,3.6521,18.959,-1.6115,-14.437,-7.7627,26.161,-28.419,-9.4124,37.705,2.1257,26.604,24.876,0.67452,15.191,24.984,21.705,54.836,-30.991,21.746,-15.576,83.022,54.047,-15.464,-28.154,32.81,4.037,17.793,19.222,-24.024,3.8545,6.721,-55.287,-19.751,29.735,-20.306,6.4777,9.9112,5.028,10.756,0.90609,2.6164,-10.44,1.5058,-27.634,-1.1525,14.164,-3.2583,-14.866,-7.4893,5.8177,-3.6512,3.2564,-8.0558,-11.291,1.9505,7.4097,-10.052,-7.9625,-4.35,3.8578,9.2972,0.40706,2.1531,-2.2128,-0.71652,-8.0842,3.4004,-1.9591,-5.5153,2.3865,4.1844,-9.776,2.2891,9.7814,2.7519,-3.3956,-8.3598,-2.9534,-0.3374,7.5072,3.3837,-2.5111,3.9977,3.9907,-14.731,-17.838,-11.968,-29.09,12.362,-52.89,-32.398,-19.759,-0.86537,0.55913,3.6058,9.2353,-22.05,6.2228,31.499,-64.185,-35.787,-1.6591,51.631,70.217,-60.102,83.606,135.04,-10.178,-30.91,-6.5864,23.313,26.723,24.157,57.23,-0.79688,-3.9472,14.739,11.147,10.071,1.361,21.668,-5.7935,5.2,14.769,6.1379,11.748,-2.0856,5.666,2.9649,7.9308,12.035,0.23448,5.2128,-1.7369,5.6677,3.0537,-9.1541,-1.1942,5.3438,-6.5009,-4.087,1.9305,1.8398,4.6179,4.3212,-9.3542,-1.7452,-1.8634,-5.8834,0.48157,-1.7969,-0.072171,0.089244,-1.0759,2.7289,0.27231,0.21317,0.13677,0.6901,-2.0194,2.0919,-0.75853,-0.29738,0.14187,-0.00048981,-0.0026658,0.004886,0.0047962,-0.0028899,0.00068467,0.0011863,0.0017417,-0.0017731,0.00073141,0.0003286,-0.00020449,0.00053194,-0.00014759,0.00090185,-0.0011143,-0.00074918,0.00052535,-0.00063092,0.00044414,0.00019168,0.00053815,-0.00037184,-0.00028454,-0.00042643,-8.0411e-05,-0.00054849,-0.00024336,-0.00012414,-0.00019737,-0.00014657,-8.0667e-06,0.00058333,-0.00037077,-0.00046176,-0.00038843,8.3613e-05,0.00010467,-0.00065128,0.0005611,0.00011227,0.00077804,4.9224e-12,3.5773e-19,-2.7213e-20
-38.687,19.934,-1.1302,10.191,27.119,-24.034,1.6924,-1.551,-27.063,7.8307,10.388,-21.104,-13.827,17.891,-0.29984,-0.90033,16.778,-10.458,-20.032,-9.044,-33.589,-7.923,18.312,1.3221,15.406,3.8498,6.9989,0.77824,15.098,-4.8961,-14.822,-4.8988,29.308,-29.996,-8.9741,36.293,-3.9071,31.584,24.115,-0.41931,12.352,29.244,23.283,60.087,-34.265,25.555,-18.633,89.317,56.218,-17.453,-30.805,39.089,7.5902,19.55,21.208,-24.826,1.1338,9.0603,-58.265,-17.793,34.025,-22.478,3.0945,7.7799,6.5965,13.591,2.886,5.9001,-13.167,0.78627,-27.047,-5.6798,17.204,-3.404,-17.677,-10.103,5.3097,-3.8437,6.3994,-7.2399,-11.952,2.9195,7.4208,-7.6422,-10.648,-6.1414,2.1461,9.1625,-0.20914,2.3297,-1.8587,-0.41638,-9.2648,3.2923,-2.5292,-5.4762,2.7475,4.8825,-10.024,2.8943,8.8583,1.6275,-1.6972,-9.2795,-3.4153,-0.91739,5.4555,3.2576,-3.1888,3.6386,2.5867,-12.872,-16.136,-11.617,-26.588,10.571,-48.315,-30.274,-17.924,-0.17377,0.12294,3.7553,7.5498,-21.68,5.9812,29.497,-61.539,-34.093,-1.9334,49.931,67.978,-58.282,80.512,130.45,-9.5886,-29.903,-6.7035,22.709,25.611,23.457,55.286,-0.58153,-4.005,14.389,10.956,9.4214,1.4485,20.937,-5.5741,5.0021,14.075,5.8529,11.257,-2.0753,5.3934,2.914,7.6913,11.722,0.22313,4.9711,-1.6183,5.4289,3.0636,-8.847,-1.1721,5.0971,-6.32,-3.9441,1.9543,1.6863,4.5218,4.1165,-9.1261,-1.6993,-1.8591,-5.6033,0.42595,-1.7456,-0.12032,0.10739,-1.0008,2.6172,0.25771,0.25297,0.1225,0.66902,-1.9909,2.091,-0.71898,-0.30441,0.13236,-0.00063144,-0.0015433,0.0018883,0.0030496,-0.0031351,0.0013355,0.0028999,0.00074452,3.9222e-05,0.00012905,2.8147e-05,9.0497e-05,-5.2136e-05,-0.00043733,-0.00098209,0.00021733,0.00070678,0.00080083,0.0013421,-0.0016306,-0.00043084,0.00060742,-0.00050972,7.4601e-05,-0.00042366,-0.00019868,-0.00017483,-0.00019091,0.00021885,-4.2338e-05,-0.00021682,-7.9906e-05,0.00030098,-3.8326e-05,0.00038102,0.00016222,0.00029493,-7.7359e-05,-0.00055778,0.00042224,-1.3917e-05,0.00081288,5.3857e-12,3.0096e-19,-6.1719e-20
-38.671,20.776,0.02122,10.795,26.783,-24.062,0.4809,-1.4097,-27.188,8.4969,8.3274,-21.456,-14.386,17.978,-2.4061,-6.8432,16.229,-10.469,-19.68,-9.2522,-32.572,-7.9986,19.079,1.6685,16.207,1.9709,7.1985,0.99556,14.975,-4.3931,-15.574,-5.8086,29.316,-29.902,-6.4458,38.021,-3.7186,32.315,25.405,0.2587,12.381,30.513,23.923,60.224,-34.214,25.244,-18.021,89.796,57.189,-17.576,-31.477,39.743,7.9128,19.58,20.819,-25.769,2.4936,8.7,-58.442,-18.475,33.696,-22.7,3.4403,8.0621,6.3517,13.328,2.6241,4.9839,-13.626,1.0759,-26.644,-4.5926,17.103,-3.4417,-17.75,-9.5799,5.7027,-3.2792,6.0745,-7.4377,-11.816,2.606,7.9829,-8.4428,-10.188,-5.5342,2.5609,8.9412,0.089301,2.1877,-1.9598,-0.97797,-9.1596,3.4044,-2.8704,-5.3327,2.4533,4.7324,-10.014,2.8053,9.2622,1.8489,-2.1684,-9.0678,-3.1028,-0.98618,5.2508,3.6219,-3.3984,3.3075,2.8267,-13.012,-16.221,-11.516,-27.14,11.201,-48.601,-30.371,-18.184,-0.4592,0.26969,3.6525,7.8939,-21.788,5.8322,30.081,-61.81,-34.439,-1.882,50.032,68.062,-58.447,80.82,130.92,-9.757,-29.945,-6.7052,22.787,25.71,23.514,55.465,-0.65046,-3.9783,14.36,10.966,9.5353,1.4101,21.001,-5.6007,4.9776,14.205,5.906,11.3,-2.1193,5.4053,2.8745,7.716,11.736,0.21541,4.9779,-1.6567,5.4146,3.0559,-8.8543,-1.1555,5.1101,-6.3637,-3.9732,1.9456,1.7089,4.5527,4.1363,-9.1487,-1.699,-1.8493,-5.6572,0.45108,-1.7442,-0.13008,0.098075,-1.0049,2.6266,0.24984,0.25904,0.12752,0.67317,-2.0052,2.0903,-0.72385,-0.30796,0.13419,0.00030802,-0.00076663,0.0026468,0.0017137,0.00029339,-0.00029605,-0.0014446,0.00081904,-0.0012872,0.00022976,0.00026462,-0.00053222,0.00050136,-1.4011e-05,0.0016167,-0.0012745,-0.0012525,-0.00011978,-0.0012924,0.0014563,0.00047403,-0.00011128,-9.6074e-05,0.00038195,0.0007041,0.00026278,-0.00038424,-8.1719e-05,-0.00031215,-8.257e-05,3.9469e-05,2.395e-05,0.00029118,-0.0002719,-0.00059869,-0.00041691,-0.00022225,0.00024624,-3.3086e-05,5.4839e-05,0.00016335,-0.00010164,-9.5872e-13,-2.6593e-20,6.5521e-20
